Entrez	Symbol	AMO_D_discoideum	AMO_E_histolytica	AMO_P_pallidum	EXC_G_intestinalis	EXC_L_major	EXC_N_gruberi	EXC_T_brucei	EXC_T_vaginalis	OPI_B_dendrobatidis	OPI_B_floridae	OPI_C_albicans	OPI_C_elegans	OPI_C_neoformans	OPI_C_owczarzaki	OPI_D_melanogaster	OPI_D_rerio	OPI_E_cuniculi	OPI_G_gallus	OPI_H_sapiens	OPI_M_brevicollis	OPI_M_domestica	OPI_M_musculus	OPI_N_ceranae	OPI_N_crassa	OPI_N_vectensis	OPI_O_anatinus	OPI_R_norvegicus	OPI_S_cerevisiae	OPI_S_pombe	OPI_S_rosetta	OPI_T_adhaerens	OPI_T_hominis	OPI_U_maydis	OPI_X_tropicalis	PLA_A_thaliana	PLA_C_reinhardtii	PLA_M_pusilla	PLA_O_sativa	PLA_O_tauri	PLA_P_patens	PLA_V_carteri	SAR_B_bovis	SAR_B_hominis	SAR_C_parvum	SAR_E_siliculosus	SAR_P_falciparum	SAR_P_infestans	SAR_P_sojae	SAR_P_tetraurelia	SAR_P_tricornutum	SAR_T_gondii	SAR_T_parva	SAR_T_pseudonana	SAR_T_thermophila
1900	Matryoshka_2357	2	0	2	0	1	1	2	1	2	2	2	2	2	2	2	2	0	2	2	2	0	2	0	2	3	3	2	2	2	2	1	0	2	3	2	1	2	2	1	2	1	0	1	0	2	2	2	2	1	2	2	0	1	2
1909	Matryoshka_2373	2	0	1	0	2	2	1	0	2	2	2	2	1	1	2	2	0	2	2	1	2	2	0	2	1	1	2	2	2	1	3	0	2	2	2	3	1	1	1	1	3	2	1	0	2	1	2	1	2	1	2	1	1	1
2112	Matryoshka_2449	2	0	2	0	1	0	2	2	1	2	2	2	2	2	2	2	0	2	2	1	3	2	0	2	1	3	2	2	2	2	1	0	2	1	2	2	1	2	2	1	1	1	2	0	2	2	1	1	1	3	1	2	3	2
2140	Matryoshka_2476	1	0	2	0	1	1	2	0	2	2	2	2	2	2	2	1	1	0	2	2	2	2	1	2	3	3	2	2	2	2	2	0	1	2	2	2	1	2	2	2	1	2	0	3	2	1	2	2	1	1	2	1	1	1
2188	Matryoshka_2515	2	0	2	0	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	3	2	2	2	2	2	1	2	3	2	3	1	2	2	1	3	1	0	1	1	0	2	2	1	1	1	1	1	2
2197	Matryoshka_2521	1	0	2	0	1	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	3	2	0	2	2	3	2	2	2	2	2	0	2	3	2	1	2	2	1	2	1	2	1	0	2	1	2	2	2	2	2	1	3	2
2222	Matryoshka_2551	2	0	2	0	2	2	2	0	1	3	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	1	2	2	2	2	1	0	2	2	2	2	1	2	2	2	1	0	1	0	2	0	2	2	2	2	1	0	3	2
2284	Matryoshka_2607	2	0	2	2	2	2	2	1	1	2	2	2	2	0	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	1	0	2	2	2	2	3	2	2	2	0	2	1	2	1	2	2	2	2	3	2	1	3	2
2285	Matryoshka_2608	3	0	2	0	2	1	1	0	1	3	1	1	2	2	2	1	0	1	2	1	2	2	0	2	2	3	2	2	2	1	1	0	1	1	2	2	1	2	2	1	2	2	0	0	2	1	2	0	2	1	2	2	3	1
2436	Matryoshka_2778	2	0	2	0	2	1	2	0	2	0	2	2	2	3	2	2	0	2	2	1	2	2	0	2	1	1	2	2	2	2	1	0	1	2	2	2	1	2	2	2	2	2	0	0	2	2	2	2	1	1	2	2	3	1
2445	Matryoshka_2781	2	0	2	0	0	2	0	0	1	2	2	2	2	2	2	1	0	2	2	0	2	2	0	0	2	2	2	0	0	2	0	0	2	3	2	2	1	2	1	1	1	0	0	0	2	0	0	1	1	2	2	0	3	2
2476	Matryoshka_2793	2	0	1	1	1	2	2	0	3	2	2	2	2	1	1	1	0	1	1	0	2	2	0	2	1	1	0	2	2	2	2	0	1	2	2	0	0	1	0	2	0	0	2	3	0	1	2	3	1	0	1	0	0	1
2525	Matryoshka_2818	2	0	1	0	2	0	1	0	1	2	2	2	2	2	2	2	0	0	2	1	2	2	0	2	1	3	1	2	2	2	3	0	2	2	2	2	0	2	2	2	2	1	2	0	1	2	2	2	0	1	1	2	1	0
2649	Matryoshka_2906	1	0	2	0	2	1	2	0	1	3	2	1	2	2	2	2	0	2	2	2	2	2	0	2	3	1	2	2	2	2	1	0	2	2	2	1	3	2	2	1	2	2	1	0	1	1	1	1	2	1	1	2	1	1
2657	Matryoshka_2914	2	0	2	0	2	0	1	0	2	2	1	2	2	2	2	2	0	2	2	1	2	2	0	2	2	2	3	2	2	1	2	0	2	2	2	2	1	2	1	2	2	2	0	0	2	1	2	2	1	2	1	1	1	1
2690	Matryoshka_2953	2	0	1	0	2	1	2	0	1	1	2	1	2	0	2	2	0	2	2	0	2	1	0	2	2	2	0	2	2	0	1	0	1	3	2	1	1	2	2	1	1	2	0	2	1	1	2	2	1	3	1	2	1	2
2692	Matryoshka_2957	2	0	2	0	1	2	2	0	2	2	2	1	2	2	1	1	0	2	2	2	2	2	0	2	2	3	2	0	0	1	2	0	2	3	2	2	1	2	1	2	2	0	2	0	1	0	2	2	2	1	0	0	3	2
2753	Matryoshka_3028	2	0	2	0	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	1	2	2	0	2	1	1	2	2	1	2	1	0	2	2	2	2	2	2	2	2	2	0	2	0	2	0	2	2	2	2	0	0	1	2
2810	Matryoshka_3089	2	0	2	0	1	1	2	0	2	3	2	0	1	2	1	2	0	2	2	0	1	1	0	2	1	1	2	2	1	1	1	0	2	3	2	2	2	2	2	2	2	0	1	0	1	1	2	2	1	3	1	0	3	1
2832	Matryoshka_3113	2	0	1	0	2	1	2	0	1	1	2	1	2	0	2	2	0	2	2	2	2	2	0	2	1	1	2	2	2	1	1	0	2	2	2	2	2	2	2	1	2	0	2	0	1	0	2	1	2	2	0	0	2	2
2841	Matryoshka_3128	2	0	1	0	2	2	2	0	1	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	3	3	2	2	2	0	2	0	1	3	2	2	2	2	2	1	1	1	0	0	2	2	2	2	0	2	2	2	3	0
2917	Matryoshka_3206	2	0	2	0	0	2	2	0	2	2	2	0	2	2	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	2	2	2	1	0	2	2	0	2	2	1	1	0	2	2	2	0	2	1	1	3	0	0	1	2
2957	Matryoshka_3254	2	0	1	0	1	2	1	0	2	1	2	2	2	0	2	2	0	2	2	0	2	2	0	2	2	2	2	1	2	0	2	0	2	2	2	3	2	2	2	2	1	1	0	2	2	1	2	0	1	2	1	2	2	2
2959	Matryoshka_3264	2	0	2	0	1	2	2	0	1	1	0	2	2	2	2	2	0	0	2	0	2	2	0	0	1	0	0	0	2	2	2	0	1	3	2	1	1	2	1	1	1	1	2	0	2	1	1	2	2	1	1	1	2	2
2966	Matryoshka_3276	2	0	2	0	0	2	1	0	2	1	0	2	1	2	2	1	0	2	2	1	2	2	0	2	3	1	2	0	0	3	1	0	2	1	1	2	0	2	0	1	2	0	0	0	2	0	1	1	1	1	2	0	0	1
2970	Matryoshka_3285	2	0	2	0	1	2	1	2	2	2	2	1	2	2	2	2	0	2	2	2	2	2	0	2	3	2	2	0	2	2	3	0	2	2	2	2	3	2	2	2	2	0	2	0	2	0	2	2	2	2	0	0	2	2
3079	Matryoshka_3399	2	0	2	0	0	2	0	0	0	2	2	1	2	2	2	2	0	1	2	1	2	2	0	2	1	1	2	2	2	1	1	0	2	3	1	2	3	2	2	1	2	1	1	0	1	2	1	1	1	1	1	1	1	2
3144	Matryoshka_3432	2	0	2	0	0	2	0	0	2	1	2	2	2	2	2	3	0	2	2	2	2	2	0	2	1	3	2	2	2	2	1	0	2	2	0	2	1	0	0	0	1	0	0	0	1	0	1	1	0	2	0	0	1	0
3283	Matryoshka_3530	2	0	2	0	1	2	1	0	1	2	2	1	2	2	2	2	0	2	2	1	2	2	0	2	1	3	2	2	2	2	2	0	2	1	2	1	0	2	0	1	1	0	1	0	2	0	2	2	2	1	2	0	1	2
3311	Matryoshka_3555	1	0	2	0	1	2	1	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	3	2	1	2	1	1	0	2	2	2	2	0	2	0	2	2	0	1	0	1	0	1	2	1	3	1	0	2	1
3331	Matryoshka_3580	2	0	2	0	1	1	2	0	2	2	2	2	1	2	2	2	0	3	2	0	2	2	0	2	1	3	2	2	2	0	2	0	2	3	2	2	2	2	2	2	2	1	0	0	2	2	2	2	0	0	2	2	3	0
3382	Matryoshka_3658	1	0	2	0	2	1	2	0	2	2	1	2	2	1	2	1	0	1	2	2	1	1	0	2	2	1	1	1	0	1	1	0	1	1	2	2	0	2	0	1	2	0	0	0	2	0	2	2	1	3	0	0	0	1
3390	Matryoshka_3675	2	0	2	0	2	2	1	0	2	1	0	2	0	2	2	2	0	2	2	1	2	2	0	2	3	1	2	0	0	2	3	0	0	2	2	1	0	2	0	1	1	2	0	0	2	2	2	2	1	2	2	2	3	2
3427	Matryoshka_3742	2	0	2	0	2	1	2	0	2	1	0	2	2	2	2	2	0	3	2	2	2	2	0	2	2	3	2	0	0	1	2	0	2	3	2	2	0	2	0	1	1	0	2	0	1	0	2	2	1	2	1	0	2	2
3541	Matryoshka_3882	1	0	2	0	1	2	1	0	2	2	0	2	2	2	2	2	0	1	2	2	2	2	0	2	1	1	2	0	0	2	1	0	2	2	2	2	0	3	0	1	1	0	1	0	2	0	2	2	2	2	2	0	1	2
3689	Matryoshka_4050	2	0	2	0	1	2	2	0	0	3	0	2	0	2	2	2	0	3	2	2	2	2	0	0	1	1	2	0	0	2	1	0	0	3	0	0	2	0	2	0	0	1	1	0	2	2	2	0	2	2	2	1	2	2
3703	Matryoshka_4095	1	0	2	0	0	2	0	0	3	2	2	2	2	2	2	2	0	2	1	2	2	1	0	2	1	3	2	2	2	2	1	0	2	2	2	1	1	1	1	1	1	0	1	0	2	0	2	2	0	1	0	0	3	2
3715	Matryoshka_4130	2	0	1	0	0	2	0	0	1	1	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	3	2	0	0	2	1	0	1	2	1	2	0	2	0	2	3	0	0	0	1	0	2	2	2	2	1	0	2	1
3738	Matryoshka_4180	2	0	2	0	2	2	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	2	2	2	2	0	0	2	2	2	2	2	1	1	2	1	2
3980	Matryoshka_4446	2	0	1	0	1	1	2	0	2	2	1	2	0	1	0	2	0	2	1	1	1	1	0	0	2	3	1	1	0	1	2	0	0	1	2	0	1	2	2	3	0	0	1	0	0	0	1	0	1	0	2	0	0	2
4162	Matryoshka_4606	2	0	2	0	0	2	0	0	2	3	2	2	2	0	2	2	0	1	2	2	1	2	0	2	1	0	2	2	2	2	2	0	2	3	2	1	1	0	2	3	2	0	0	0	2	0	1	1	0	2	0	0	2	0
4707	Matryoshka_6167	2	0	2	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	1	1	1	0	0	0	2	1	2	2	0	1	1	0	2	2
6598	Matryoshka_7653	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	2	2	0	0	2	2	2	0	0	0	2	0	0	2	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0
6842	Matryoshka_7992	2	0	2	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	3	0	0	0	2	0	2	2	0	1	0	0	1	0
